YLR253W	207985.5757
YDL102W	2.933094893
YKL165C	15369786.8
YBR071W	2137462.676
sp|P05067|A4_HUMAN	0
YCL018W	639472.7262
YGR177C	14483043.28
YER158C	1.41813541
YMR247C	485755.5883
YLR040C	114266.0101
YLR100W	89206.10848
YNL088W	0.870757706
YLR345W	5.501704583
YML098W	9591.665731
YDR219C	15897.62546
YPL096W	263684.0086
YDR007W	214.4919389
YOL031C	15020.86376
YLR083C	2149.1448
YPL187W	2843586.873
YML028W	249337.8718
YER003C	36804.76234
YBL061C	613.8639653
YBR142W	29890.13486
YGL009C	17461.3086
YML061C	0.948428314
YHR179W	72432.83124
YFL036W	1192.556371
YBL057C	12481.46493
YER015W	274.7120955
YOR198C	67883.2892
YDR312W	649.7598092
YHR062C	1262.867098
YMR189W	4039.620215
YBR068C	310.3297939
YMR184W	18072.39487
YMR273C	20.8454869
YNL111C	10898.43334
YBR077C	260.4648063
YKL216W	83090.07935
YKL206C	17318.50133
YJL034W	141877.7239
YNL108C	7828.796799
YPR002W	623.5706401
YDR400W	27634.67754
YGR037C	99322.88025
YMR290C	3281.119378
YPL198W	1147.904687
YML130C	49243.22192
YHR043C	9878.468075
YHR088W	1790.175095
YLR276C	2858.490388
YLL021W	1582.621598
YOR239W	19565.13608
YLR099C	2400.109553
YNL002C	3876.296566
YGR161C	17245.69815
YDR380W	1234.445124
YHR137W	2131.937105
YPL126W	2693.460121
YCL043C	95292.06365
YOR145C	1846.413115
YBR164C	1374.208795
YOL103W-B	0
YNL006W	911.0815491
YIL091C	504.3705725
YNL132W	1562.084197
YPR112C	2323.562727
YMR056C	1853.0
YBR085W	1080.0
YJR155W	4442.0
YNL331C	3504.0
YOL165C	3504.0
YCR107W	3260.0
YDL243C	3504.0
YNL141W	7949.0
YHR047C	10958.0
YBL074C	1034.0
YKL106W	3450.0
YLR027C	32371.0
YBR236C	3123.0
YKL112W	6206.0
YMR072W	14668.0
YJR108W	1248.0
YCR088W	19342.0
YNR033W	2596.0
YMR289W	1654.0
YER045C	1366.0
YNR016C	29049.0
YLR131C	538.0
YLR144C	1766.0
YJR083C	2410.0
YBL015W	8509.0
YDL203C	1153.0
YDR161W	4073.0
YPL267W	1260.0
YLR304C	43808.0
YJL200C	11638.0
YKL192C	19522.0
YAL054C	4496.0
YLR153C	42561.0
YFL039C	59660.0
YDR448W	2389.0
YNL220W	24307.0
YLR359W	32589.0
YLR028C	12049.0
YMR120C	40292.0
YAR015W	17237.0
YOR128C	12048.0
YGR204W	40306.0
YMR300C	11336.0
YGL234W	28081.0
YGR061C	34954.0
YDR408C	7420.0
YCL058W-A	255.0
YOL086C	103727.0
YMR303C	2376.0
YMR083W	13761.0
YGL256W	5452.0
YBR145W	5578.0
YMR318C	14717.0
YCR105W	2020.0
YMR009W	2967.0
YDR226W	56107.0
YER170W	1165.0
YJR105W	41323.0
YCR011C	3611.0
YDR216W	1576.0
YCR010C	1298.0
YMR064W	980.0
YMR282C	1588.0
YPL005W	1688.0
YEL052W	3126.0
YLR397C	3171.0
YER017C	3141.0
YOR129C	235.0
YDR085C	329.0
YGL071W	2431.0
YPL202C	139.0
YNR044W	2577.0
YGL032C	1599.0
YPR021C	376.0
YDR524C	597.0
YIL044C	3412.0
YCL025C	4012.0
YBR132C	1923.0
YFL055W	0
YFL030W	1909.0
YDR214W	13820.0
YOR023C	754.0
YCR082W	1384.0
YDL073W	368.0
YLR109W	291203.0
Q0050	353.0
Q0055	271.0
Q0060	1029.0
Q0065	128.0
YNR074C	1560.0
YER087W	2644.0
YER093C-A	1329.0
YGL160W	1275.0
YHL021C	8617.0
YHR198C	1871.0
YIL087C	3167.0
YIL158W	1633.0
YIR003W	3655.0
YJL046W	1147.0
YJL131C	1857.0
YJR080C	3669.0
YJR100C	1613.0
YKR074W	4893.0
YAL049C	5934.0
YML050W	1164.0
YML087C	0
YMR003W	1940.0
YMR157C	2524.0
YOL053W	506.0
YBR108W	1290.0
YOR215C	6997.0
YPL158C	238.0
YPR004C	10440.0
YHR199C	3902.0
YBR194W	1494.0
YDL237W	6231.0
YDR063W	3849.0
YER080W	7830.0
YMR092C	12185.0
YFR016C	3459.0
YIL079C	1851.0
YDL175C	1750.0
YBR059C	4059.0
YDR264C	4094.0
YOR034C	915.0
YOR335C	47441.0
YJL122W	5163.0
YMR170C	4738.0
YMR169C	5334.0
YOR374W	22200.0
YER073W	19764.0
YPL061W	135000.0
YOR175C	2998.0
YNL148C	2398.0
YNL048W	2867.0
YNR030W	3337.0
YGL047W	1883.0
YBR070C	1855.0
YBR110W	2334.0
YGL065C	3056.0
YBL082C	1472.0
YPL227C	3009.0
YOR002W	2035.0
YBR243C	599.0
YOR067C	635.0
YNL219C	3829.0
YGL021W	936.0
YBL009W	541.0
YML086C	9493.0
YOL130W	1312.0
YFL050C	1558.0
YLR089C	8369.0
YDR111C	1716.0
YKR021W	1667.0
YJL084C	1946.0
YML035C	3973.0
YDR242W	561.0
YBR211C	1545.0
YOR378W	1184.0
YBR158W	1682.0
YGL156W	2113.0
YJR047C	7323.0
YEL036C	3411.0
YKL047W	2524.0
YPR128C	2250.0
YMR010W	3402.0
YPR180W	3588.0
YCL050C	19870.0
YDR530C	2833.0
YDL008W	2709.0
YNL172W	209.0
YLR127C	388.0
YDR118W	1364.0
YOR249C	424.0
YLR102C	1694.0
YBR151W	4289.0
YKL103C	8293.0
YKL157W	8603.0
YBR286W	20329.0
YHR113W	5519.0
YNL077W	1068.0
YJR005W	2237.0
YKL135C	3426.0
YBL037W	2047.0
YPR029C	4850.0
YPL195W	4481.0
YGR261C	4197.0
YPL259C	2995.0
YHL019C	930.0
YBR288C	2447.0
YOL062C	1935.0
YKL114C	4779.0
YBL019W	395.0
YNL094W	1068.0
YIL040W	2755.0
YLR170C	2393.0
YJR058C	1390.0
YJL024C	3356.0
YML022W	14278.0
YDR441C	2622.0
YNL065W	1755.0
YLL052C	1579.0
YFL054C	182.0
YBR149W	14493.0
YMR041C	1370.0
YER036C	32089.0
YIL062C	11932.0
YLR370C	11539.0
YKL013C	5918.0
YGL105W	38196.0
YNR035C	13065.0
YBR234C	7898.0
YHR013C	5599.0
YCR048W	1141.0
YNR019W	3028.0
YDL192W	33643.0
YDL137W	10072.0
YOR094W	3570.0
YOL058W	23690.0
YJL071W	1956.0
YJL088W	8740.0
YHR018C	13981.0
YER069W	10129.0
YMR062C	14642.0
YMR042W	963.0
YML099C	251.0
YDR173C	2720.0
YOL140W	12811.0
YDR376W	1945.0
YGL157W	9003.0
YNL020C	1590.0
YPL051W	2024.0
YHL040C	823.0
YHL047C	1204.0
YDR127W	17669.0
YGL148W	18044.0
YDR035W	14267.0
YBR249C	26665.0
YPR060C	7041.0
YDR421W	345.0
YGL202W	23660.0
YDR106W	8.0
YHR129C	1068.0
YDL029W	16063.0
YJR065C	14242.0
YJL081C	4235.0
YNL059C	3202.0
YLR085C	1182.0
YPR034W	5728.0
YOR141C	2961.0
YMR033W	4933.0
YPR199C	1157.0
YPR201W	0
YLR392C	540.0
YGR068C	1317.0
YLR242C	1322.0
YDR101C	11002.0
YPR085C	863.0
YMR116C	103354.0
YOR058C	844.0
YJL115W	4258.0
YDL197C	1240.0
YIL130W	3190.0
YJL170C	2071.0
YKL185W	889.0
YMR119W	411.0
YNL159C	1035.0
YNL008C	289.0
YGR097W	2266.0
YKL052C	2293.0
YDL088C	3387.0
YPR145W	48488.0
YGR124W	30867.0
YDR321W	11287.0
YLR155C	0
YLR158C	0
YLR160C	0
YPR093C	1333.0
YBL069W	3018.0
YER101C	2106.0
YDR184C	660.0
YGL017W	2030.0
YOR377W	1734.0
YPR049C	961.0
YPR185W	1536.0
YBR128C	15173.0
YCR068W	850.0
YMR159C	1478.0
YLR423C	746.0
YFR021W	1929.0
YOL082W	1152.0
YGL180W	1588.0
YDL113C	2160.0
YPL100W	1931.0
YCL038C	1068.0
YLR431C	969.0
YLR189C	1446.0
YJL178C	4433.0
YPL166W	2407.0
YNL242W	842.0
YDR022C	486.0
YIL146C	1207.0
YLR356W	2259.0
YOL083W	1077.0
YJL185C	0
YLR211C	933.0
YLR312C	1159.0
YNR007C	2150.0
YOR152C	1890.0
YPL250C	1492.0
YBR139W	4606.0
YNL223W	2031.0
YPL149W	648.0
YHR171W	1162.0
YBL078C	2400.0
YDL149W	767.0
YPR026W	345.0
YMR301C	2092.0
YDR384C	2211.0
YLR393W	1890.0
YNL315C	3149.0
YJL180C	3360.0
YLR295C	16282.0
YPL271W	14543.0
YDL004W	11900.0
YDR377W	5942.0
YML081C-A	5122.0
YOL077W-A	3710.0
YBL099W	34971.0
YPR020W	4748.0
YDR350C	867.0
YNR020C	1262.0
YMR098C	1522.0
YJR121W	35594.0
YBR039W	18490.0
YPL078C	20801.0
YDR298C	24239.0
Q0085	1077.0
YKL016C	10847.0
YML116W	1926.0
YMR279C	1144.0
YAL020C	998.0
YNL259C	7617.0
YOR079C	1688.0
YKL004W	4305.0
YOR011W	10541.0
YLR114C	3799.0
YOL078W	769.0
YMR068W	1273.0
YJR001W	1596.0
YEL064C	759.0
YKL146W	1378.0
YNL101W	1494.0
YBL089W	294.0
YER119C	1337.0
YIL088C	1275.0
YPR122W	694.0
YIL140W	2006.0
YIL124W	3744.0
YOR113W	1058.0
YGR224W	1071.0
YOR134W	645.0
YDR046C	5922.0
YIL015W	2558.0
YKR099W	1754.0
YHR208W	39628.0
YJR148W	15613.0
YJL020C	10019.0
YPL255W	1466.0
YHR040W	1723.0
YMR237W	4430.0
YKR027W	1287.0
YJL095W	798.0
YER167W	1165.0
YDR361C	6452.0
YDR375C	1538.0
YIL033C	10285.0
YLR399C	6880.0
YDL070W	2374.0
YAL060W	10791.0
YAL061W	2411.0
YNL039W	2215.0
YBR200W	3046.0
YER155C	4005.0
YPL115C	2687.0
YPL161C	2027.0
YLR412W	2316.0
YIL004C	3620.0
YPR176C	1520.0
YKR068C	3778.0
YJL031C	1743.0
YML077W	1226.0
YJR053W	756.0
YDR299W	6802.0
