YKR065C	118.885672
YCL018W	526293.1126
YKL216W	265777.6885
YGR143W	123.3493551
YBR017C	65902.21249
YNR069C	45.47591423
YKR081C	57498.61397
YJL088W	1037.035477
YJL073W	30181.39607
YJL034W	174630.5479
YDL106C	10336.0037
YKL120W	709.4706354
YDL222C	164.6220604
YPL036W	6207.304762
YCR090C	32557.75777
YOL142W	33522.67128
YDR391C	41212.98419
YNR057C	308.0756124
YDR376W	9523.95493
YDR320C	11321.05164
YOL126C	22932.85185
YIL053W	575847.6486
YCL030C	7697.896602
YOR250C	11529.55634
YOR370C	1061.879539
YEL056W	30394.94564
YNL284C	710.5889321
YLR420W	36745.86062
YOL058W	5117.102667
YCR034W	1571.521384
YGR088W	1338.486144
YOL059W	50210.1328
YKL218C	1230.251222
YHR209W	6286.60817
YML130C	20912.14215
YHR096C	214.5489559
YGR123C	1224.782199
YKL172W	75803.59057
YCL043C	121426.0826
YHR179W	96226.97221
YOR108W	1619.56936
YGL009C	9831.702814
YGR008C	97200.0055
YDR067C	256.2831208
sp|P05067|A4_HUMAN	0
YDL237W	19436.44046
YHR029C	1873.740457
YLR342W	1044.952786
YLR104W	17071.64037
YDL238C	3344.211158
YOL055C	12305.07626
YPL258C	4891.50011
YPR121W	6869.33869
YIL015W	50.04928886
YJR016C	14494.06902
YGR266W	590.9669588
YBL033C	18556.92401
YPL214C	5643.66673
YOL143C	36277.48507
YGL112C	1319.766853
YGR037C	430755.5856
YDR117C	18668.11636
YMR062C	5590.916202
YNR058W	396.5892054
YKL073W	20890.86273
YMR222C	1022.050417
YDR380W	1188.588986
YGL256W	530.2553548
YDR510W	60141.28876
YFL044C	6620.788584
YOR124C	689.4779422
YBR205W	17673.88313
YNL290W	29952.35202
YHR043C	12947.59733
YMR189W	3252.965904
YER003C	39462.51859
YER055C	8482.163298
YIL116W	2822.176088
YMR107W	609.742629
YER015W	427.6377257
YOL057W	21819.1884
YKR039W	593.6900466
YIL108W	12003.61629
YER069W	3583.800784
YLR179C	28131.44511
YER175C	2297.345312
YPR154W	9037.145633
YHR208W	11825.32999
YAL008W	838.7450349
YOR086C	2287.482053
YMR243C	2351.115358
YHR057C	13084.91143
YHR138C	8946.279508
YOR280C	1034.743913
YKL192C	6996.767871
YKL206C	7379.728717
YKL029C	2554.149251
YOL012C	82972.80412
YBR244W	23784.75962
YJR130C	896.7623255
YDL235C	28203.15826
YLR355C	51229.68892
YGL156W	4360.702481
YFL008W	1477.861947
YDL100C	40476.49413
YGL224C	571.7347224
YOL140W	3555.733042
YOR089C	40192.22444
YNR037C	10454.24154
YDR120C	3512.226494
YDR035W	6452.541968
YML028W	423778.7084
YDR453C	17843.52988
YBR054W	936.4195584
YLR286C	2057.865835
YBR085C-A	57826.44774
YHR018C	6743.070043
YDL171C	3966.369084
YGR014W	897.5751936
YHL021C	16105.85614
YGL147C	24937.31799
YJR109C	11992.20381
YOR065W	2633.788308
YMR120C	20658.60811
YNL130C	1026.696662
YGL153W	473.20336
YGL030W	19967.36162
YMR024W	2000.524203
YMR096W	1259.6466
YOR112W	630.2932877
YNL163C	1382.589583
YGR206W	6164.131953
YBR112C	22622.30359
YER004W	35133.80067
YOR234C	21131.52588
YER073W	4431.008113
YKL141W	2515.947651
YLR079W	410.3048824
YNL064C	86013.03238
YDR497C	2739.629911
YCR046C	908.5485776
YER081W	4215.731326
YOR095C	2820.511986
YDL204W	1772.130607
YDL182W	9636.856778
YJR111C	834.9491046
YOR375C	29046.26751
YGL027C	1715.383596
YDR322W	1911.714253
YGL028C	1183.63543
YEL039C	841.8814894
YJR025C	2228.799839
YGR082W	2613.587105
