Q06567,207985.5757
P15436,2.933094893
P36051,15369786.8
P38243,2137462.676
sp|P05067|A4_HUMAN,0.0
P04173,639472.7262
P53296,14483043.28
P40095,1.41813541
Q04781,485755.5883
Q07988,114266.0101
Q12452,89206.10848
P06786,0.870757706
Q06137,5.501704583
P11747,9591.665731
Q04922,15897.62546
Q02890,263684.0086
P00912,214.4919389
Q08199,15020.86376
P32802,2149.1448
P01149,2843586.873
P34760,249337.8718
P29952,36804.76234
P34226,613.8639653
P38112,29890.13486
P07264,17461.3086
P07271,0.948428314
Q03558,72432.83124
P13433,1192.556371
P34222,12481.46493
P39518,274.7120955
P38934,67883.2892
Q12153,649.7598092
P38786,1262.867098
P49095,4039.620215
P38084,310.3297939
Q03233,18072.39487
P50111,20.8454869
P40312,10898.43334
P38247,260.4648063
P28272,83090.07935
P36040,17318.50133
P16474,141877.7239
P53929,7828.796799
Q12428,623.5706401
Q04179,27634.67754
P31787,99322.88025
Q03532,3281.119378
Q12213,1147.904687
Q03103,49243.22192
P38773,9878.468075
P38805,1790.175095
Q06218,2858.490388
P23201,1582.621598
Q08641,19565.13608
Q12385,2400.109553
P40693,3876.296566
P53289,17245.69815
Q06408,1234.445124
P38840,2131.937105
Q02931,2693.460121
P17967,95292.06365
Q99216,1846.413115
P38116,1374.208795
YOL103W-B,0.0
P41318,911.0815491
P40498,504.3705725
P53914,1562.084197
Q06106,2323.562727
P04710,1853.0
P18238,1080.0
P47182,4442.0
P42884,3504.0
Q08361,3504.0
P25612,3260.0
Q07747,3504.0
P53909,7949.0
P37898,10958.0
P32357,1034.0
Q01802,3450.0
P23542,32371.0
P32783,3123.0
P14164,6206.0
Q02486,14668.0
P47146,1248.0
P15891,19342.0
P37254,2596.0
Q03266,1654.0
P39970,1366.0
Q00955,29049.0
P21192,538.0
Q12168,1766.0
P47129,2410.0
P32316,8509.0
Q07622,1153.0
Q03771,4073.0
Q08981,1260.0
P19414,43808.0
P39533,11638.0
P32463,19522.0
Q01574,4496.0
P52910,42561.0
P60010,59660.0
Q02336,2389.0
P80210,24307.0
Q05911,32589.0
P54113,12049.0
P38009,40292.0
P27616,17237.0
P21264,12048.0
P07245,40306.0
P04046,11336.0
P07244,28081.0
P38972,34954.0
P04161,7420.0
Q2V2Q1,255.0
P00330,103727.0
P00331,2376.0
P07246,13761.0
P10127,5452.0
P38113,5578.0
Q04894,14717.0
P25377,2020.0
Q03677,2967.0
P07170,56107.0
P26364,1165.0
P47143,41323.0
P25371,3611.0
P07248,1576.0
P25613,1298.0
P32493,980.0
P22136,1588.0
Q12089,1688.0
P32317,3126.0
P32794,3171.0
P39925,3141.0
Q99222,235.0
P33304,329.0
P22149,2431.0
Q08957,139.0
P32323,2577.0
P32781,1599.0
Q12482,376.0
Q04412,597.0
P40529,3412.0
P25376,4012.0
P38090,1923.0
P43548,0.0
P43567,1909.0
Q12449,13820.0
Q12433,754.0
P25649,1384.0
Q07454,368.0
P38013,291203.0
P03875,353.0
P03876,271.0
P03877,1029.0
P03878,128.0
P52923,1560.0
P39965,2644.0
P87275,1329.0
P53109,1275.0
P23180,8617.0
P38884,1871.0
P40502,3167.0
P40451,1633.0
P40563,3655.0
P47051,1147.0
P47015,1857.0
P47127,3669.0
P47140,1613.0
P36154,4893.0
P39721,5934.0
Q04689,1164.0
Q04516,0.0
Q03673,1940.0
Q03798,2524.0
Q08223,506.0
P38266,1290.0
Q12032,6997.0
Q99299,238.0
Q12480,10440.0
P38885,3902.0
P38305,1494.0
Q07716,6231.0
Q12156,3849.0
P40053,7830.0
P46680,12185.0
P43597,3459.0
P40507,1851.0
Q12476,1750.0
P38080,4059.0
P39010,4094.0
Q12013,915.0
P40825,47441.0
P47019,5163.0
P47771,4738.0
P54114,5334.0
P46367,22200.0
P40047,19764.0
P54115,135000.0
Q08548,2998.0
P53904,2398.0
P53954,2867.0
P53730,3337.0
P53178,1883.0
P38242,1855.0
P16661,2334.0
P43636,3056.0
P38179,1472.0
P40350,3009.0
Q12001,2035.0
P07286,599.0
P40351,635.0
P53868,3829.0
P43633,936.0
P32789,541.0
P54783,9493.0
Q08269,1312.0
P43553,1558.0
P52893,8369.0
P52892,1716.0
P36117,1667.0
P47029,1946.0
P15274,3973.0
P22580,561.0
P38313,1545.0
Q08902,1184.0
P38285,1682.0
P22855,2113.0
P19211,7323.0
P32629,3411.0
P36090,2524.0
Q06497,2250.0
Q03687,3402.0
Q06624,3588.0
P16550,19870.0
P22108,2833.0
Q12157,2709.0
P53886,209.0
Q12440,388.0
Q04601,1364.0
Q08683,424.0
Q12107,1694.0
P38281,4289.0
P14904,8293.0
P32454,8603.0
P37302,20329.0
P38821,5519.0
P53940,1068.0
P27351,2237.0
P36000,3426.0
P38065,2047.0
Q12028,4850.0
Q08951,4481.0
P46682,4197.0
Q00776,2995.0
P38700,930.0
P38153,2447.0
Q99186,1935.0
P22936,4779.0
P38207,395.0
P53933,1068.0
P40532,2755.0
P35181,2393.0
Q00381,1390.0
P47064,3356.0
P49435,14278.0
P36973,2622.0
P53943,1755.0
P0CD90,1579.0
P43549,182.0
P38115,14493.0
Q04212,1370.0
P40024,32089.0
P40518,11932.0
Q05933,11539.0
P33204,5918.0
P46672,38196.0
P53731,13065.0
P38328,7898.0
P07347,5599.0
P25628,1141.0
P53629,3028.0
P11076,33643.0
P19146,10072.0
P40994,3570.0
P22768,23690.0
P40360,1956.0
P05150,8740.0
P04076,13981.0
Q01217,10129.0
Q04728,14642.0
P07249,963.0
P05085,251.0
P07250,2720.0
P18544,12811.0
P48360,1945.0
P53111,9003.0
P53974,1590.0
Q02804,2024.0
P38731,823.0
P38724,1204.0
P08566,17669.0
P28777,18044.0
P14843,14267.0
P32449,26665.0
P32178,7041.0
Q04052,345.0
P53090,23660.0
Q04549,8.0
P38696,1068.0
P32381,16063.0
P47117,14242.0
P80428,4235.0
P53946,3202.0
Q12509,1182.0
Q12406,5728.0
Q12386,2961.0
Q05123,4933.0
Q06596,1157.0
Q06598,0.0
P18634,540.0
P53244,1317.0
Q06541,1322.0
Q03862,11002.0
Q06822,863.0
P38011,103354.0
P50275,844.0
P32447,4258.0
P32448,1240.0
P40467,3190.0
P46993,2071.0
P34233,889.0
P54074,411.0
P53895,1035.0
P53983,289.0
P48361,2266.0
P35734,2293.0
Q05166,3387.0
P49089,48488.0
P49090,30867.0
P38986,11287.0
P0CZ17,0.0
P0CX78,0.0
P0CX79,0.0
Q06834,1333.0
P35183,3018.0
P39945,2106.0
Q04005,660.0
P16639,2030.0
P40353,1734.0
Q12527,961.0
Q06628,1536.0
P38270,15173.0
P25641,850.0
Q03818,1478.0
Q06410,746.0
P43601,1929.0
P35193,1152.0
P53104,1588.0
Q07528,2160.0
Q02887,1931.0
P25568,1068.0
Q06671,969.0
Q06321,1446.0
P46989,4433.0
Q12092,2407.0
P53855,842.0
Q12421,486.0
P40458,1207.0
Q06485,2259.0
Q12292,1077.0
P46983,0.0
Q05789,933.0
Q06159,1159.0
P40344,2150.0
Q99325,1890.0
Q12048,1492.0
P38109,4606.0
P53867,2031.0
Q12380,648.0
P38862,1162.0
P38182,2400.0
Q12142,767.0
P48016,345.0
P40416,2092.0
Q12359,2211.0
P18496,1890.0
P32453,3149.0
P22135,3360.0
Q12349,16282.0
P21306,14543.0
Q12165,11900.0
Q06405,5942.0
P81450,5122.0
P81451,3710.0
P07251,34971.0
Q12233,4748.0
P50273,867.0
P53722,1262.0
Q03153,1522.0
P00830,35594.0
P38077,18490.0
P05626,20801.0
P09457,24239.0
P00854,1077.0
P30902,10847.0
P13090,1926.0
Q03263,1144.0
P31386,998.0
P38636,7617.0
Q12067,1688.0
P36107,4305.0
Q08409,10541.0
Q12500,3799.0
Q08236,769.0
Q04749,1273.0
P47082,1596.0
P39981,759.0
P36062,1378.0
P50944,1494.0
P38176,294.0
P40074,1337.0
P40501,1275.0
P40851,694.0
P38928,2006.0
P40471,3744.0
P41696,1058.0
P50080,1071.0
Q12128,645.0
P41815,5922.0
P12630,2558.0
P22035,1754.0
P38891,39628.0
P47176,15613.0
P47068,10019.0
Q12365,1466.0
P38772,1723.0
Q05029,4430.0
P36122,1287.0
Q01389,798.0
P33306,1165.0
Q06338,6452.0
P32839,1538.0
P07278,10285.0
P35817,6880.0
Q07442,2374.0
P39714,10791.0
P39713,2411.0
P46678,2215.0
P29366,3046.0
P39960,4005.0
P32873,2687.0
P39011,2027.0
Q06688,2316.0
P22804,3620.0
P20133,1520.0
P36149,3778.0
Q00618,1743.0
Q03630,1226.0
P47113,756.0
Q06631,6802.0
P15703,25110.0
Q9ZZW7,183.0
P38813,1510.0
P11709,1830.0
O14468,3005.0
P40013,2653.0
P32451,4780.0
P50277,3355.0
P53630,1156.0
P47134,1518.0
P38346,572.0
P47041,1070.0
P35727,1658.0
P43583,2995.0
Q06071,468.0
P29311,65471.0
P34730,42982.0
Q08965,4282.0
P38278,623.0
P40493,1200.0
Q12291,2052.0
P47096,4854.0
P47125,578.0
P47039,7394.0
P38169,2905.0
Q05979,4943.0
P43619,3771.0
Q04066,3086.0
P41832,2202.0
P53858,2132.0
P53890,3847.0
P40450,584.0
P50084,1172.0
P38041,2526.0
P39969,2905.0
Q3E793,3455.0
P53082,3063.0
P39724,1951.0
Q06150,7728.0
P53958,1204.0
P53838,451.0
P25385,4907.0
P25356,234.0
P48445,4195.0
P14772,2489.0
Q07457,3447.0
P43132,1387.0
Q07660,426.0
P53741,7140.0
P29056,2239.0
P38770,1413.0
P38170,1150.0
P48582,4780.0
Q99177,1583.0
P32639,1898.0
P53062,2516.0
Q08235,10163.0
Q12140,0.0
Q05611,1305.0
P53755,720.0
Q08280,1407.0
P38356,2139.0
Q06604,2550.0
P43571,434.0
P53286,1939.0
Q12051,2202.0
P40314,1954.0
P41695,414.0
P26448,591.0
P26449,1233.0
P46947,2089.0
P27637,3621.0
P39988,1426.0
P53727,2557.0
Q08004,5349.0
Q08492,3083.0
Q04347,3975.0
P25627,4050.0
P43573,2709.0
P33314,1615.0
P25337,2501.0
P53323,2676.0
P25558,2207.0
P47136,1600.0
P25300,1080.0
P41697,2208.0
Q08754,2070.0
P41698,477.0
P53226,952.0
Q12191,4201.0
P48524,2774.0
Q03758,1622.0
Q05949,2508.0
P40096,4971.0
P48558,1452.0
P36106,1449.0
P38822,3845.0
Q04430,3663.0
P40506,4854.0
P36076,3727.0
P53332,3586.0
Q03941,2249.0
Q04199,2486.0
P24813,1183.0
P53836,1994.0
P53280,1258.0
P43569,4946.0
P12962,17776.0
P53829,3590.0
P36130,1771.0
P39101,12469.0
P43568,3296.0
P29547,23200.0
P04817,3618.0
P28495,5944.0
P13517,7206.0
P00812,18625.0
P07991,21955.0
P32796,569.0
P41735,2298.0
P39113,827.0
P53223,2547.0
Q08920,6111.0
P17106,5757.0
P32504,1505.0
P33322,18603.0
P53894,2674.0
P07252,1965.0
P03874,1814.0
P21560,3987.0
P37267,2118.0
P07253,4089.0
P38626,6294.0
P14066,556.0
P14905,2140.0
P36038,1150.0
P21269,4481.0
P47818,3502.0
P38995,1155.0
Q03702,979.0
P50077,633.0
P37366,2432.0
P48237,1300.0
P00431,7620.0
P31384,4896.0
P40202,11594.0
P39076,19276.0
P39077,21093.0
P39078,20420.0
P40413,18486.0
P39079,13342.0
P42943,16084.0
P47079,23371.0
Q12127,13881.0
O13547,7590.0
P38273,1101.0
Q06702,1245.0
Q06703,0.0
P25342,7156.0
P32458,7235.0
Q05791,3142.0
P32468,11544.0
P32797,319.0
Q00684,3030.0
P27636,1225.0
P09798,2073.0
P00549,144590.0
P40986,2263.0
P26309,2175.0
P06785,6322.0
P16522,811.0
P11433,3501.0
P04821,2145.0
P14724,2537.0
P38042,955.0
P00546,6670.0
P06704,3975.0
P07260,40636.0
P14682,4374.0
P06100,3237.0
P06101,10200.0
P25655,6644.0
P32457,13150.0
P40968,1630.0
P19073,5221.0
P18898,2069.0
Q08032,1632.0
P25694,29012.0
P07834,1191.0
P25656,1900.0
Q12018,3627.0
Q00362,3899.0
P32562,319.0
P26637,49749.0
P09119,2353.0
Q06697,5367.0
P06243,1562.0
P00572,2928.0
P04819,3108.0
Q06549,3117.0
P53197,632.0
P38221,8865.0
Q03654,1168.0
Q01159,4381.0
P39525,3023.0
P40969,1292.0
O13297,3705.0
Q12453,3031.0
P40558,1285.0
Q06632,2002.0
Q12102,2009.0
Q03705,4266.0
P53188,4838.0
P25379,8233.0
P43634,402.0
P22137,27804.0
P32657,3713.0
P38147,748.0
P22516,394.0
P38907,606.0
P47048,1930.0
P08456,5614.0
P05374,7198.0
P08004,2492.0
P14180,867.0
P29465,2544.0
Q12114,7563.0
P40955,986.0
P38843,2296.0
P40019,3660.0
Q05583,3008.0
P38829,2753.0
P38779,11189.0
Q01649,1091.0
Q04162,0.0
P40987,984.0
P46670,1401.0
P39110,1143.0
P40917,1905.0
P27895,763.0
Q02606,3054.0
P42940,7540.0
Q08822,3898.0
Q06139,2806.0
P47001,10727.0
P00890,11990.0
P08679,5839.0
P43635,1233.0
P15790,6651.0
P19454,6548.0
P43639,4219.0
P38930,4469.0
P20485,4365.0
P20486,3441.0
P48562,2091.0
P24868,576.0
P24869,339.0
P24870,892.0
P24871,99.0
P30283,521.0
P32943,0.0
P17891,9998.0
P53264,160.0
Q12309,1170.0
P35190,1209.0
P20437,796.0
P20438,1801.0
P13365,873.0
Q08685,2294.0
Q03690,20475.0
P36064,2058.0
Q3E7A4,1830.0
Q3E7A9,3150.0
P06787,24171.0
Q06152,830.0
Q3E7Z5,7407.0
Q2V2P7,477.0
P27466,3461.0
P22517,6693.0
P14747,4495.0
Q12510,1850.0
Q12275,823.0
Q12145,2004.0
Q07897,4463.0
P23287,3891.0
P25296,4890.0
P27825,1135.0
Q06333,1317.0
P53865,1901.0
P43618,1283.0
P33313,4303.0
P40452,2572.0
Q3E7B2,2530.0
Q05809,2060.0
Q3E846,3202.0
Q03048,47902.0
P53079,2425.0
P53271,1989.0
P40094,2578.0
Q06096,1744.0
P53951,2271.0
P53959,2524.0
P53195,2389.0
Q04632,3030.0
Q3E6R5,2399.0
P53622,16265.0
Q08058,801.0
Q05892,2693.0
P18900,2868.0
Q3E762,4720.0
P32378,901.0
P27680,1264.0
O13525,2488.0
P49017,6234.0
P53318,2976.0
P27697,2272.0
Q05779,2971.0
P07256,13995.0
P52924,1500.0
P38308,174.0
P53053,1188.0
P53822,2046.0
P0CX12,1009.0
P0CX13,639.0
P43542,224.0
P47187,163.0
P53344,3075.0
Q07788,1103.0
P38723,2724.0
P36034,807.0
P32798,3101.0
P21592,0.0
P19516,1702.0
Q01519,5348.0
P32799,4547.0
P39103,2763.0
P40086,6031.0
P47081,950.0
Q12287,16810.0
P53239,644.0
Q3E731,4007.0
P00401,2440.0
Q04935,2558.0
P38824,2305.0
P00410,4586.0
P04037,9410.0
P00424,3670.0
P00425,3173.0
P00427,10058.0
P10174,4869.0
P04039,3613.0
P07255,6217.0
P34237,4591.0
P07258,9502.0
P03965,27875.0
P53314,1864.0
P14832,95442.0
P23285,2300.0
P25719,17217.0
P25334,1513.0
P35176,11621.0
P53691,26863.0
P47103,3345.0
P53728,2118.0
P27614,10500.0
P17898,2823.0
Q12289,603.0
Q07560,699.0
Q04930,0.0
